Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
21419340,7/27/2016 11:19,7/27/2016 12:20,70073,3642,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
21419978,7/27/2016 11:29,7/27/2016 11:45,70379,949,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1023,Liberty Ave & Baum Blvd,Customer
21420684,7/27/2016 11:40,7/27/2016 11:54,70469,837,1040,Bigelow Blvd & Fifth Ave,1033,Ivy St & Walnut St   ,Subscriber
21420799,7/27/2016 11:42,7/27/2016 12:42,70141,3640,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
21421198,7/27/2016 11:48,7/27/2016 11:51,70197,174,1045,S 27th St & Sidney St. (Southside Works),1049,S 12th St & E Carson St,Customer
21421247,7/27/2016 11:49,7/27/2016 12:39,70003,3004,1013,Isabella St & Federal St (PNC Park),1016,17th St & Penn Ave,Customer
21421507,7/27/2016 11:52,7/27/2016 12:41,70419,2903,1013,Isabella St & Federal St (PNC Park),1016,17th St & Penn Ave,Customer
21421459,7/27/2016 11:52,7/27/2016 12:41,70218,2976,1013,Isabella St & Federal St (PNC Park),1016,17th St & Penn Ave,Customer
21421634,7/27/2016 11:54,7/27/2016 13:25,70431,5432,1003,First Ave & Smithfield St (Art Institute),1003,First Ave & Smithfield St (Art Institute),Customer
21422385,7/27/2016 12:05,7/27/2016 12:26,70414,1281,1012,North Shore Trail & Fort Duquesne Bridge,1017,21st St & Penn Ave,Customer
21422363,7/27/2016 12:05,7/27/2016 12:27,70479,1321,1012,North Shore Trail & Fort Duquesne Bridge,1017,21st St & Penn Ave,Customer
21422537,7/27/2016 12:07,7/27/2016 12:17,70336,602,1021,Taylor St & Liberty Ave,1034,Ellsworth Ave & N Neville St,Subscriber
21422507,7/27/2016 12:07,7/27/2016 12:28,70430,1292,1048,S 18th St & Sidney St,1000,Liberty Ave & Stanwix St,Subscriber
21422666,7/27/2016 12:09,7/27/2016 12:38,70480,1758,1048,S 18th St & Sidney St,1046,S 25th St & E Carson St,Customer
21422718,7/27/2016 12:10,7/27/2016 12:38,70249,1713,1048,S 18th St & Sidney St,1046,S 25th St & E Carson St,Customer
21423349,7/27/2016 12:18,7/27/2016 15:09,70461,10223,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Subscriber
21423449,7/27/2016 12:20,7/27/2016 12:38,70021,1123,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Customer
21423600,7/27/2016 12:22,7/27/2016 13:06,70344,2680,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
21423609,7/27/2016 12:22,7/27/2016 13:07,70181,2732,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
21424171,7/27/2016 12:30,7/27/2016 12:35,70468,252,1006,Ross St & Sixth Ave (Steel Plaza T Station),1005,Forbes Ave & Grant St,Subscriber
21424382,7/27/2016 12:34,7/27/2016 13:44,70489,4222,1003,First Ave & Smithfield St (Art Institute),1003,First Ave & Smithfield St (Art Institute),Customer
21424503,7/27/2016 12:36,7/27/2016 12:39,70019,202,1037,Frew St & Schenley Dr,1040,Bigelow Blvd & Fifth Ave,Subscriber
21424604,7/27/2016 12:37,7/27/2016 13:45,70361,4041,1003,First Ave & Smithfield St (Art Institute),1003,First Ave & Smithfield St (Art Institute),Customer
21424546,7/27/2016 12:37,7/27/2016 13:45,70277,4083,1003,First Ave & Smithfield St (Art Institute),1003,First Ave & Smithfield St (Art Institute),Customer
21424633,7/27/2016 12:38,7/27/2016 13:44,70037,3975,1003,First Ave & Smithfield St (Art Institute),1003,First Ave & Smithfield St (Art Institute),Customer
21424888,7/27/2016 12:42,7/27/2016 12:56,70073,792,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Subscriber
21425114,7/27/2016 12:46,7/27/2016 13:22,70069,2125,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
21425200,7/27/2016 12:48,7/27/2016 13:11,70282,1394,1020,42nd & Penn Ave.,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
21425450,7/27/2016 12:52,7/27/2016 13:22,70272,1806,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
21425575,7/27/2016 12:54,7/29/2016 14:17,70143,177778,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
21425920,7/27/2016 13:00,7/27/2016 13:36,70130,2161,1014,Ridge Ave & Brighton Rd (CCAC),1016,17th St & Penn Ave,Customer
21426039,7/27/2016 13:01,7/27/2016 13:21,70327,1160,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Customer
21426431,7/27/2016 13:08,7/27/2016 13:33,70414,1500,1017,21st St & Penn Ave,1012,North Shore Trail & Fort Duquesne Bridge,Customer
21426409,7/27/2016 13:08,7/27/2016 13:33,70479,1528,1017,21st St & Penn Ave,1012,North Shore Trail & Fort Duquesne Bridge,Customer
21426819,7/27/2016 13:15,7/27/2016 15:27,70101,7919,1015,Federal St & E North Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
21427596,7/27/2016 13:28,7/27/2016 14:07,70020,2351,1003,First Ave & Smithfield St (Art Institute),1003,First Ave & Smithfield St (Art Institute),Subscriber
21427616,7/27/2016 13:28,7/27/2016 14:09,70034,2443,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
21428218,7/27/2016 13:39,7/27/2016 13:52,70247,759,1034,Ellsworth Ave & N Neville St,1032,Walnut St & College St,Subscriber
21428637,7/27/2016 13:47,7/27/2016 17:36,70381,13760,1004,First Ave & B St (T Station),1011,Fort Duquesne Blvd & 7th St,Customer
21428795,7/27/2016 13:49,7/27/2016 17:36,70022,13594,1004,First Ave & B St (T Station),1011,Fort Duquesne Blvd & 7th St,Customer
21429374,7/27/2016 13:59,7/27/2016 14:35,70017,2168,1019,42nd St & Butler St,1013,Isabella St & Federal St (PNC Park),Customer
21429400,7/27/2016 14:00,7/27/2016 14:35,70238,2117,1019,42nd St & Butler St,1013,Isabella St & Federal St (PNC Park),Customer
21430852,7/27/2016 14:27,7/27/2016 14:32,70068,316,1044,Zulema St & Coltart Ave,1041,Fifth Ave & S Bouquet St,Subscriber
21431656,7/27/2016 14:43,7/27/2016 15:22,70130,2363,1016,17th St & Penn Ave,1014,Ridge Ave & Brighton Rd (CCAC),Customer
21432241,7/27/2016 14:56,7/27/2016 16:18,70150,4924,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
21432333,7/27/2016 14:58,7/27/2016 17:09,70372,7873,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
21432354,7/27/2016 14:59,7/27/2016 17:10,70112,7893,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
21432713,7/27/2016 15:07,7/27/2016 15:12,70380,319,1035,Fifth Ave & S Dithridge St,1037,Frew St & Schenley Dr,Subscriber
21432833,7/27/2016 15:09,7/27/2016 15:56,70015,2801,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
21432840,7/27/2016 15:09,7/27/2016 15:56,70373,2808,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
21433375,7/27/2016 15:22,7/27/2016 15:35,70257,836,1023,Liberty Ave & Baum Blvd,1019,42nd St & Butler St,Subscriber
21433398,7/27/2016 15:22,7/27/2016 16:20,70072,3443,1009,12th St & Penn Ave,1009,12th St & Penn Ave,Subscriber
21433876,7/27/2016 15:34,7/27/2016 15:44,70382,612,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,Subscriber
21433970,7/27/2016 15:37,7/27/2016 16:07,70095,1807,1044,Zulema St & Coltart Ave,1002,Third Ave & Wood St,Subscriber
21434264,7/27/2016 15:46,7/27/2016 15:56,70142,598,1000,Liberty Ave & Stanwix St,1013,Isabella St & Federal St (PNC Park),Customer
21434308,7/27/2016 15:48,7/27/2016 16:03,70449,927,1021,Taylor St & Liberty Ave,1026,Penn Ave & S Whitfield St,Customer
21434470,7/27/2016 15:52,7/27/2016 17:49,70131,6997,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
21434530,7/27/2016 15:54,7/27/2016 17:49,70145,6870,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
21434634,7/27/2016 15:58,7/27/2016 16:04,70192,322,1031,Maryland Ave & Ellsworth Ave,1027,Shady Ave & Ellsworth Ave,Subscriber
21434647,7/27/2016 15:59,7/27/2016 17:00,70107,3674,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1013,Isabella St & Federal St (PNC Park),Customer
21434659,7/27/2016 15:59,7/27/2016 17:05,70198,3944,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1013,Isabella St & Federal St (PNC Park),Customer
21434655,7/27/2016 15:59,7/27/2016 17:50,70446,6638,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
21434666,7/27/2016 16:00,7/27/2016 17:52,70117,6701,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
21434698,7/27/2016 16:01,7/27/2016 16:09,70278,504,1033,Ivy St & Walnut St   ,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Customer
21434815,7/27/2016 16:05,7/27/2016 16:24,70430,1154,1000,Liberty Ave & Stanwix St,1018,37th St & Butler St,Customer
21434909,7/27/2016 16:08,7/27/2016 16:16,70272,454,1000,Liberty Ave & Stanwix St,1016,17th St & Penn Ave,Subscriber
21435049,7/27/2016 16:12,7/27/2016 16:15,70436,143,1043,Coltart Ave & Forbes Ave,1044,Zulema St & Coltart Ave,Subscriber
21435050,7/27/2016 16:12,7/27/2016 17:52,70463,5954,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
21435077,7/27/2016 16:13,7/27/2016 16:18,70046,312,1016,17th St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
21435071,7/27/2016 16:13,7/27/2016 16:23,70237,624,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Subscriber
21435410,7/27/2016 16:24,7/27/2016 16:33,70423,513,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,Customer
21435395,7/27/2016 16:24,7/27/2016 16:40,70307,947,1016,17th St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
21435514,7/27/2016 16:29,7/27/2016 18:14,70070,6283,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
21435546,7/27/2016 16:30,7/27/2016 18:14,70071,6203,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
21435597,7/27/2016 16:32,7/27/2016 16:39,70272,436,1016,17th St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
21435667,7/27/2016 16:34,7/27/2016 17:54,70126,4828,1033,Ivy St & Walnut St   ,1033,Ivy St & Walnut St   ,Customer
21435704,7/27/2016 16:35,7/27/2016 16:50,70447,891,1005,Forbes Ave & Grant St,1047,S 22nd St & E Carson St,Customer
21435716,7/27/2016 16:36,7/27/2016 16:41,70101,310,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1016,17th St & Penn Ave,Subscriber
21435724,7/27/2016 16:36,7/27/2016 16:47,70047,677,1041,Fifth Ave & S Bouquet St,1045,S 27th St & Sidney St. (Southside Works),Customer
21435731,7/27/2016 16:36,7/27/2016 18:13,70237,5824,1000,Liberty Ave & Stanwix St,1005,Forbes Ave & Grant St,Customer
21435780,7/27/2016 16:38,7/27/2016 16:59,70264,1306,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
21435815,7/27/2016 16:39,7/27/2016 19:21,70485,9703,1028,Penn Ave & Putnam St (Bakery Square),1033,Ivy St & Walnut St   ,Customer
21435859,7/27/2016 16:40,7/27/2016 17:54,70207,4396,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
21435895,7/27/2016 16:42,7/27/2016 16:44,70046,145,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
21435960,7/27/2016 16:45,7/27/2016 16:47,70438,137,1037,Frew St & Schenley Dr,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
21435994,7/27/2016 16:46,7/27/2016 16:58,70409,694,1006,Ross St & Sixth Ave (Steel Plaza T Station),1048,S 18th St & Sidney St,Subscriber
21436036,7/27/2016 16:49,7/27/2016 17:10,70150,1281,1004,First Ave & B St (T Station),1045,S 27th St & Sidney St. (Southside Works),Subscriber
21436152,7/27/2016 16:53,7/27/2016 17:00,70456,373,1017,21st St & Penn Ave,1009,12th St & Penn Ave,Subscriber
21436167,7/27/2016 16:54,7/27/2016 17:00,70049,349,1028,Penn Ave & Putnam St (Bakery Square),1029,Alder St & S Highland Ave,Subscriber
21436170,7/27/2016 16:54,7/28/2016 16:17,70204,84159,1028,Penn Ave & Putnam St (Bakery Square),1029,Alder St & S Highland Ave,Customer
21436235,7/27/2016 16:57,7/27/2016 17:11,70095,846,1002,Third Ave & Wood St,1048,S 18th St & Sidney St,Subscriber
21436269,7/27/2016 16:58,7/27/2016 17:05,70132,404,1039,Atwood St & Bates St,1035,Fifth Ave & S Dithridge St,Customer
21436305,7/27/2016 17:00,7/27/2016 17:22,70063,1334,1041,Fifth Ave & S Bouquet St,1004,First Ave & B St (T Station),Subscriber
21436313,7/27/2016 17:00,7/27/2016 17:42,70100,2529,1009,12th St & Penn Ave,1017,21st St & Penn Ave,Subscriber
21436411,7/27/2016 17:04,7/27/2016 17:13,70158,558,1035,Fifth Ave & S Dithridge St,1023,Liberty Ave & Baum Blvd,Subscriber
21436419,7/27/2016 17:04,7/27/2016 17:32,70141,1650,1013,Isabella St & Federal St (PNC Park),1019,42nd St & Butler St,Customer
21436423,7/27/2016 17:05,7/27/2016 17:26,70009,1271,1005,Forbes Ave & Grant St,1048,S 18th St & Sidney St,Subscriber
21436480,7/27/2016 17:07,7/27/2016 17:24,70255,1020,1043,Coltart Ave & Forbes Ave,1033,Ivy St & Walnut St   ,Subscriber
21436531,7/27/2016 17:09,7/27/2016 18:41,70395,5524,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
21436555,7/27/2016 17:10,7/27/2016 18:40,70086,5387,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
21436695,7/27/2016 17:16,7/27/2016 17:24,70193,444,1004,First Ave & B St (T Station),1048,S 18th St & Sidney St,Subscriber
21436751,7/27/2016 17:18,7/27/2016 17:30,70186,724,1007,Stevenson St & Forbes Ave,1048,S 18th St & Sidney St,Customer
21436730,7/27/2016 17:18,7/27/2016 17:36,70182,1095,1011,Fort Duquesne Blvd & 7th St,1018,37th St & Butler St,Subscriber
21436756,7/27/2016 17:19,7/27/2016 17:41,70424,1355,1007,Stevenson St & Forbes Ave,1048,S 18th St & Sidney St,Customer
21436822,7/27/2016 17:22,7/27/2016 17:31,70252,577,1003,First Ave & Smithfield St (Art Institute),1048,S 18th St & Sidney St,Customer
21436832,7/27/2016 17:22,7/27/2016 17:39,70416,973,1020,42nd & Penn Ave.,1000,Liberty Ave & Stanwix St,Subscriber
21436824,7/27/2016 17:22,7/27/2016 18:56,70440,5626,1002,Third Ave & Wood St,1000,Liberty Ave & Stanwix St,Customer
21436860,7/27/2016 17:24,7/27/2016 17:30,70307,378,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,Customer
21436913,7/27/2016 17:26,7/27/2016 17:32,70042,385,1038,Boulevard of the Allies & Parkview Ave,1041,Fifth Ave & S Bouquet St,Subscriber
21436917,7/27/2016 17:26,7/27/2016 17:34,70218,478,1016,17th St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
21436938,7/27/2016 17:27,7/27/2016 17:46,70063,1189,1004,First Ave & B St (T Station),1044,Zulema St & Coltart Ave,Subscriber
21437131,7/27/2016 17:35,7/27/2016 17:44,70405,557,1006,Ross St & Sixth Ave (Steel Plaza T Station),1017,21st St & Penn Ave,Subscriber
21437130,7/27/2016 17:35,7/27/2016 17:50,70426,911,1040,Bigelow Blvd & Fifth Ave,1031,Maryland Ave & Ellsworth Ave,Subscriber
21437197,7/27/2016 17:38,7/27/2016 17:51,70019,791,1040,Bigelow Blvd & Fifth Ave,1023,Liberty Ave & Baum Blvd,Subscriber
21437213,7/27/2016 17:39,7/27/2016 17:52,70298,807,1043,Coltart Ave & Forbes Ave,1024,S Negley Ave & Baum Blvd,Subscriber
21437233,7/27/2016 17:39,7/27/2016 18:09,70029,1781,1000,Liberty Ave & Stanwix St,1030,S Euclid Ave & Centre Ave,Subscriber
21437262,7/27/2016 17:41,7/27/2016 17:57,70481,976,1020,42nd & Penn Ave.,1035,Fifth Ave & S Dithridge St,Subscriber
21437323,7/27/2016 17:44,7/27/2016 17:57,70123,821,1047,S 22nd St & E Carson St,1005,Forbes Ave & Grant St,Customer
21437354,7/27/2016 17:45,7/27/2016 17:49,70101,236,1016,17th St & Penn Ave,1009,12th St & Penn Ave,Subscriber
21437390,7/27/2016 17:47,7/27/2016 18:10,70257,1368,1019,42nd St & Butler St,1033,Ivy St & Walnut St   ,Subscriber
21437433,7/27/2016 17:49,7/27/2016 17:56,70065,421,1034,Ellsworth Ave & N Neville St,1041,Fifth Ave & S Bouquet St,Customer
21437537,7/27/2016 17:52,7/27/2016 18:08,70260,919,1006,Ross St & Sixth Ave (Steel Plaza T Station),1048,S 18th St & Sidney St,Customer
21437569,7/27/2016 17:55,7/27/2016 18:04,70477,596,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Subscriber
21437587,7/27/2016 17:56,7/27/2016 18:04,70460,531,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Customer
21437603,7/27/2016 17:56,7/27/2016 18:08,70072,678,1009,12th St & Penn Ave,1008,Centre Ave & PPG Paints Arena,Subscriber
21437664,7/27/2016 18:00,7/27/2016 18:13,70054,810,1041,Fifth Ave & S Bouquet St,1033,Ivy St & Walnut St   ,Customer
21437672,7/27/2016 18:00,7/27/2016 18:17,70020,1027,1003,First Ave & Smithfield St (Art Institute),1048,S 18th St & Sidney St,Customer
21437723,7/27/2016 18:03,7/27/2016 18:23,70050,1183,1000,Liberty Ave & Stanwix St,1018,37th St & Butler St,Subscriber
21437735,7/27/2016 18:04,7/27/2016 19:33,70010,5315,1033,Ivy St & Walnut St   ,1033,Ivy St & Walnut St   ,Customer
21437733,7/27/2016 18:04,7/27/2016 19:34,70217,5404,1033,Ivy St & Walnut St   ,1033,Ivy St & Walnut St   ,Customer
21437765,7/27/2016 18:06,7/27/2016 19:34,70351,5317,1028,Penn Ave & Putnam St (Bakery Square),1028,Penn Ave & Putnam St (Bakery Square),Customer
21437880,7/27/2016 18:11,7/27/2016 18:16,70340,320,1024,S Negley Ave & Baum Blvd,1033,Ivy St & Walnut St   ,Subscriber
21437875,7/27/2016 18:11,7/27/2016 18:25,70499,817,1048,S 18th St & Sidney St,1003,First Ave & Smithfield St (Art Institute),Subscriber
21437916,7/27/2016 18:13,7/27/2016 18:20,70243,453,1020,42nd & Penn Ave.,1018,37th St & Butler St,Subscriber
21437948,7/27/2016 18:15,7/27/2016 18:28,70109,806,1035,Fifth Ave & S Dithridge St,1020,42nd & Penn Ave.,Subscriber
21438142,7/27/2016 18:26,7/27/2016 18:30,70468,243,1005,Forbes Ave & Grant St,1000,Liberty Ave & Stanwix St,Subscriber
21438181,7/27/2016 18:28,7/27/2016 20:34,70463,7552,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
21438198,7/27/2016 18:29,7/27/2016 20:34,70117,7495,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
21438227,7/27/2016 18:31,7/27/2016 19:35,70218,3863,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
21438255,7/27/2016 18:32,7/27/2016 18:40,70443,467,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1016,17th St & Penn Ave,Subscriber
21438259,7/27/2016 18:33,7/27/2016 18:47,70168,840,1020,42nd & Penn Ave.,1028,Penn Ave & Putnam St (Bakery Square),Customer
21438366,7/27/2016 18:38,7/27/2016 19:36,70187,3517,1013,Isabella St & Federal St (PNC Park),1015,Federal St & E North Ave,Customer
21438433,7/27/2016 18:42,7/27/2016 19:37,70314,3296,1013,Isabella St & Federal St (PNC Park),1015,Federal St & E North Ave,Customer
21438474,7/27/2016 18:44,7/27/2016 19:16,70423,1914,1017,21st St & Penn Ave,1013,Isabella St & Federal St (PNC Park),Customer
21438484,7/27/2016 18:45,7/27/2016 19:16,70382,1852,1017,21st St & Penn Ave,1013,Isabella St & Federal St (PNC Park),Customer
21438497,7/27/2016 18:46,7/27/2016 18:55,70139,517,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
21438509,7/27/2016 18:47,7/27/2016 18:53,70177,348,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
21438502,7/27/2016 18:47,7/27/2016 18:57,70230,653,1024,S Negley Ave & Baum Blvd,1034,Ellsworth Ave & N Neville St,Subscriber
21438534,7/27/2016 18:50,7/27/2016 19:24,70256,2065,1033,Ivy St & Walnut St   ,1017,21st St & Penn Ave,Customer
21438565,7/27/2016 18:51,7/27/2016 19:20,70128,1718,1028,Penn Ave & Putnam St (Bakery Square),1028,Penn Ave & Putnam St (Bakery Square),Subscriber
21438625,7/27/2016 18:56,7/27/2016 19:16,70228,1214,1017,21st St & Penn Ave,1013,Isabella St & Federal St (PNC Park),Customer
21438669,7/27/2016 18:58,7/27/2016 20:37,70137,5906,1028,Penn Ave & Putnam St (Bakery Square),1028,Penn Ave & Putnam St (Bakery Square),Customer
21438659,7/27/2016 18:58,7/27/2016 22:27,70341,12540,1046,S 25th St & E Carson St,1045,S 27th St & Sidney St. (Southside Works),Customer
21438680,7/27/2016 18:59,7/27/2016 20:34,70483,5724,1028,Penn Ave & Putnam St (Bakery Square),1028,Penn Ave & Putnam St (Bakery Square),Customer
21438738,7/27/2016 19:03,7/27/2016 20:06,70440,3786,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
21438747,7/27/2016 19:04,7/27/2016 20:07,70073,3753,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
21438760,7/27/2016 19:05,7/27/2016 19:10,70468,255,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
21438764,7/27/2016 19:06,7/27/2016 19:08,70384,127,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
21438765,7/27/2016 19:06,7/27/2016 23:04,70142,14280,1013,Isabella St & Federal St (PNC Park),1000,Liberty Ave & Stanwix St,Customer
21438811,7/27/2016 19:08,7/27/2016 19:40,70115,1883,1041,Fifth Ave & S Bouquet St,1048,S 18th St & Sidney St,Customer
21438800,7/27/2016 19:08,7/27/2016 19:41,70198,1945,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
21438825,7/27/2016 19:09,7/27/2016 19:40,70401,1861,1041,Fifth Ave & S Bouquet St,1048,S 18th St & Sidney St,Customer
21438845,7/27/2016 19:10,7/27/2016 20:06,70416,3353,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
21438854,7/27/2016 19:11,7/27/2016 19:31,70379,1184,1023,Liberty Ave & Baum Blvd,1016,17th St & Penn Ave,Customer
21438974,7/27/2016 19:21,7/27/2016 20:48,70277,5256,1003,First Ave & Smithfield St (Art Institute),1003,First Ave & Smithfield St (Art Institute),Customer
21438992,7/27/2016 19:22,7/27/2016 19:47,70335,1500,1026,Penn Ave & S Whitfield St,1026,Penn Ave & S Whitfield St,Customer
21439001,7/27/2016 19:23,7/27/2016 19:47,70232,1452,1026,Penn Ave & S Whitfield St,1026,Penn Ave & S Whitfield St,Customer
21439000,7/27/2016 19:23,7/27/2016 20:51,70361,5297,1003,First Ave & Smithfield St (Art Institute),1003,First Ave & Smithfield St (Art Institute),Customer
21439010,7/27/2016 19:24,7/27/2016 19:37,70451,792,1033,Ivy St & Walnut St   ,1028,Penn Ave & Putnam St (Bakery Square),Customer
21439009,7/27/2016 19:24,7/27/2016 19:47,70156,1420,1026,Penn Ave & S Whitfield St,1026,Penn Ave & S Whitfield St,Customer
21439081,7/27/2016 19:30,7/27/2016 19:46,70327,992,1002,Third Ave & Wood St,1047,S 22nd St & E Carson St,Subscriber
21439106,7/27/2016 19:32,7/27/2016 20:16,70494,2649,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
21439117,7/27/2016 19:33,7/27/2016 20:16,70020,2565,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
21439122,7/27/2016 19:34,7/27/2016 19:41,70135,409,1025,Penn Ave & N Fairmount St,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Subscriber
21439185,7/27/2016 19:41,7/27/2016 20:16,70047,2125,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Subscriber
21439191,7/27/2016 19:42,7/28/2016 7:44,70050,43318,1018,37th St & Butler St,1051,Transit,Subscriber
21439281,7/27/2016 19:51,7/27/2016 20:40,70329,2891,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Subscriber
21439284,7/27/2016 19:52,7/27/2016 20:03,70339,655,1000,Liberty Ave & Stanwix St,1017,21st St & Penn Ave,Subscriber
21439305,7/27/2016 19:54,7/27/2016 21:05,70447,4248,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
21439314,7/27/2016 19:55,7/27/2016 21:05,70262,4190,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
21439350,7/27/2016 19:59,7/27/2016 21:17,70153,4626,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
21439348,7/27/2016 19:59,7/27/2016 21:17,70401,4673,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
21439436,7/27/2016 20:10,7/27/2016 20:20,70105,577,1033,Ivy St & Walnut St   ,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Customer
21439467,7/27/2016 20:14,7/27/2016 21:34,70240,4821,1026,Penn Ave & S Whitfield St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
21439492,7/27/2016 20:17,7/27/2016 21:31,70362,4420,1026,Penn Ave & S Whitfield St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
21439504,7/27/2016 20:20,7/27/2016 21:01,70020,2495,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
21439576,7/27/2016 20:32,7/27/2016 20:41,70336,551,1034,Ellsworth Ave & N Neville St,1029,Alder St & S Highland Ave,Subscriber
21439574,7/27/2016 20:32,7/27/2016 21:07,70069,2096,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
21439588,7/27/2016 20:34,7/27/2016 21:07,70445,1976,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
21439603,7/27/2016 20:35,7/27/2016 21:05,70085,1790,1013,Isabella St & Federal St (PNC Park),1018,37th St & Butler St,Customer
